name,tipo,centralidad_grado,centralidad_eigen,centralidad_intermediacion,centralidad_cercania,componente
"[a favor] de la renuncia del secretario de educación estatal, rodolfo lara lagunas",demanda,1,4.82307636967733E-05,0,221.8240981241,2
[a favor] demandar semillas del programa de incentivos para productores de maíz y frijol (pimaf),demanda,1,6.48054664304306E-06,0,270.1206349206,2
[a favor] democratización de las secciones 32 y 56 del snte,demanda,1,0.0067102404,0,333.2813492063,2
"[a favor] denunciar al sindicato porque nos ha dejado en el limbo, al contrario, está negociando con la empresa para vender los bienes y dejarnos en la calle",demanda,1,3.37715029547425E-06,0,259.5507936508,2
"[a favor] de que la ley general en la materia de desaparición forzada, que actualmente se prepara en el senado, este apegada a estándares internacionales y ese delito sea tipificado como grave",demanda,1,9.95156337433062E-06,0,253.0583333333,2
[a favor] derogación a los articulos de la ley estatal que persiguen a docentes que protestan,demanda,1,0.0010096969,0,292.9472222222,2
"[a favor] derogación de la llamada ley bala, por propiciar represión contras las comunidades",demanda,1,7.14393840147787E-05,0,268.7904761905,2
[a favor] derogación de la reforma educativa y laboral,demanda,2,0.0010858766,0.1964285714,320.8785714286,2
"[a favor] derogación de los artículos 3 y 73 de la constitución, en los cuales se incluyen las modificaciones de la reforma educativa que plantean una “evaluación punitiva” de los mentores",demanda,1,0.0044588117,0,326.3634920635,2
[a favor] derogación de reforma laboral,demanda,1,0.0031212293,0,347.4607142857,2
[a favor] desaparición de poderes del estado,demanda,1,0.0003824443,0,314.5916666667,2
"[a favor] desistimiento del gobierno de la denuncia penal contra felipe rodríguez aguirre y, de su hijo, jesús alejandro rodríguez nava, acusados de daños a las vías de comunicación",demanda,1,0.0003490142,0,290.3142857143,2
[a favor] desistimiento de más de 17 órdenes de aprehensión contra dirigentes del movimiento,demanda,1,0.0011043282,0,317.6992063492,2
[a favor] destitución del alcalde marco antonio cancino gonzález,demanda,1,0.0085634795,0,300.6047619048,2
[a favor] detener a los culpables de los asesinatos de los defensores de derechos humanos bety cariño y jyri jaakkola,demanda,1,0.00001013,0,273.5738095238,2
[a favor] detener la agresión militar israelí contra la población civil de gaza,demanda,1,3.37358555405898E-05,0,283.2293650794,2
[a favor] detenga la persecución y el encarcelamiento de sus activistas,demanda,1,0.0001172446,0,308.0630952381,2
[a favor] devolución de la fuente de trabajo de 16 599 electricistas que no fueron liquidados tras la desaparición de luz y fuerza,demanda,1,0.0002062351,0,302.6896825397,2
[a favor] devolución del territorio de guantánamo a cuba y el cierre de dicha prisión,demanda,1,9.09080908173191E-06,0,256.9753968254,2
[a favor] diálogo con la empresa,demanda,1,1.20696609983212E-05,0,254.1134920635,2
[a favor] diálogo e instalación de una mesa de pláticas con secretarías de estado ligadas al sector rural,demanda,1,1.33197084293978E-05,0,281.4972222222,2
[a favor] difundir el propósito de su lucha,demanda,1,0.0074168882,0,305.7662698413,2
[a favor] dirigencia nacional y sus legisladores defender el presupuesto para el sector (campo),demanda,1,4.69475448375302E-06,0,258.4011904762,2
[a favor] diseñar una ley general de consulta a los pueblos indígenas para evitar despojos,demanda,1,1.55148403715845E-05,0,278.7476190476,2
"[a favor] diseño de un solo programa de apoyo al pequeño agricultor, articulado con estímulos a la comercialización y a la innovación tecnológica",demanda,1,1.55148403715855E-05,0,278.7476190476,2
[a favor] disminuya la tarifa de electricidad para pozos de riego,demanda,11,4.94775351031436E-05,11,261.3678571429,2
[a favor] ejecutivo vuelva a enviar al congreso local la iniciativa de decreto para la reforma educativa (ley estatal de educación),demanda,1,0.0003015984,0,283.6638888889,2
"[a favor] el caso de atenco, sobre todo por las mujeres violadas, no cabe el “usted perdone”, sino la cárcel y el castigo a los culpables",demanda,1,0.0001604884,0,303.9845238095,2
[a favor] el estado se comprometa a realizar compras de alimentos para regular el mercado interno,demanda,1,1.54162373280368E-05,0,281.0226190476,2
[a favor] eliminación de la violencia en contra de la mujer,demanda,1,1.21831826814231E-06,0,227.1515873016,2
[a favor] eliminación del subsidio al impuesto sobre la renta,demanda,1,6.41486023805436E-06,0,210.9995310245,2
[a favor] eliminar las políticas asistencialistas para el agro,demanda,1,0.0001172446,0,308.0630952381,2
"[a favor] eliminar las prácticas de dumping (competencia desleal) con manzana, maíz y frijol estadunidenses",demanda,3,3.01491079532561E-05,0.5,279.694047619,2
[a favor] eliminar obstáculos a entrega de recursos del programa de incentivos para productores de maíz y frijol (pimaf) pues este año les exige como requisito formar parte de los ejidos certificados,demanda,2,1.58986861202926E-05,6.1683791713,279.7071428571,2
"[a favor] encarcelamiento del ex gobernador ángel aguirre rivero y el ex secretario de seguridad pública de iguala, felipe flores velázquez",demanda,1,0.0003792645,0,314.5916666667,2
[a favor] encontrar en méxico a familiares desaparecidos en su ruta a estados unidos,demanda,1,1.52611417734537E-18,0,7.8333333333,6
[a favor] encontrar migrantes centroamericanos desaparecidos,demanda,1,1.78061204541472E-18,0,8.0833333333,6
[a favor] encuentro con la secretaría de desarrollo social,demanda,1,1.90685265369653E-05,0,283.7226190476,2
"[a favor] encuentros con las comisiones de educación de ambas cámaras, con los líderes parlamentarios en el congreso y con la secretaría de gobernación",demanda,1,0.0008929849,0,297.8825396825,2
[a favor] en la mesa de diálogo las autoridades educativas escuchen la postura de la cnte sobre la reforma educativa,demanda,1,0.0065119759,0,283.5607142857,2
[a favor] entrega de créditos al campesinado,demanda,1,1.13304690872946E-05,0,279.2904761905,2
[a favor] entrega del nombramiento de toribio guzmán,demanda,1,0.000003218,0,219.8902958153,2
[a favor] entrega de plazas a los egresados de las escuelas normales,demanda,2,0.002358906,50.014087671,332.8015873016,2
[a favor] entrega de recursos en los centros de acopio y frijol,demanda,1,2.58919754710055E-06,0,253.9857142857,2
[a favor] entrega de recursos para los 800 proyectos productivos que presentaron,demanda,1,1.11397019569469E-05,0,279.5404761905,2
[a favor] entrega de recursos que corresponden a nueve programas y varios componentes que adeuda la sagarpa,demanda,1,4.71048388007693E-06,0,258.6511904762,2
[a favor] entrega de recursos que les adeudan,demanda,1,6.74087991640297E-06,0,269.8892857143,2
"[a favor] equilibrio en el acceso a los recursos de los programas, pues el actual gobierno continúa entregando el mayor monto a un grupo minoritario de agricultores y favorece a las grandes agroindustrias y monopolios",demanda,1,1.93473312776017E-06,0,240.0092712843,2
[a favor] esclarecimiento de asesinatos y desapariciones de compañeros de la cnte en veracruz,demanda,1,0.0025110907,0,301.4607142857,2
"[a favor] esclarecimiento del homicidio del dirigente del mult heriberto pazos ortiz, ultimado en 2010",demanda,1,0.000006061,0,240.2888888889,2
[a favor] escuchar a sindicatos y otros grupos que exigen salario de emergencia y prestaciones,demanda,2,0.0007457958,0.1111111111,282.3174603175,2
[a favor] espacio en el comité técnico del fideicomiso de la base de mantenimiento mro,demanda,2,4.22225411973474E-06,0.25,253.2023809524,2
[a favor] espacios en mercados públicos,demanda,1,3.32183781852334E-18,0,3.5,16
[a favor] establecer medidas fiscales para desincentivar el consumo de refrescos y destinar sus recursos a modificar el ambiente obesigénico y establecer una medida máxima para las bebidas azucaradas que se venden en restaurantes y espacios públicos,demanda,1,2.08886697009022E-06,0,256.2694444444,2
[a favor] establecer políticas que fortalezcan el comercio de los productos del campo,demanda,1,1.54162373280369E-05,0,281.0226190476,2
[a favor] establecer una mesa de dialogo el gobierno y la cnte,demanda,1,0.0085634795,0,300.6047619048,2
"[a favor] establecimiento de una ventanilla única que integre la estructura programática, los recursos deben ser dirigidos a productores con enfoque territorial e integral",demanda,1,1.55148403715865E-05,0,278.7476190476,2
[a favor] establecimiento de un precio objetivo para los productos agrícolas,demanda,1,1.35936356981124E-05,0,277.8535714286,2
[a favor] evitar la disolución forzosa de su sindicato,demanda,1,3.34937939872998E-05,0,279.7845238095,2
[a favor] ex gobernador ángel aguirre rivero sea sancionado,demanda,3,0.0011377935,0.75,315.425,2
"[a favor] exigen participar en proyecto de conagua, quien los excluyó de los trabajos de limpieza y dragado de los ríos que confluyen en el lago nabor carrillo y eligió a la empresa tradeco",demanda,1,1.59146932347922E-18,0,4.3333333333,3
[a favor] exigir apoyos al agro,demanda,1,0.0001672334,0,314.119047619,2
"[a favor] exigir el pago de sus pensiones vitalicias, el cual no reciben desde 2010, cuando la empresa dejó de operar",demanda,1,2.08554766503134E-06,0,252.5357142857,2
[a favor] exigir justicia a los normalistas de ayotzinapa desaparecidos el 26 de septiembre de 2014,demanda,2,0.0004388941,0.25,283.3555555556,2
[a favor] exigir la presentación con vida de los 43 normalistas de ayotzinapa,demanda,1,0.000268958,0,284.726984127,2
[a favor] exigir libertad de los presos políticos,demanda,1,0.008753656,0,337.5392857143,2
"[a favor] exigir que paguen cerca de 900 millones de pesos que se adeudan al magisterio de la sección 2 por prima de antigüedad, interinatos y jubilaciones",demanda,1,6.44071325701732E-06,0,217.4002164502,2
[a favor] expliquen la cancelación de la segunda vuelta del examen de ingreso al nivel superior del ipn,demanda,1,2.45013856848063E-06,0,217.9466450216,2
[a favor] federación les garantice el pago de salarios retrasados,demanda,1,0.000502383,0,297.9992063492,2
[a favor] fin a la represión contra los profesores,demanda,1,0.0021470743,0,292.0496031746,2
"[a favor] firma de un pacto rural que privilegie la soberanía alimentaria, el desarrollo regional y afrontar los bajos precios del frijol",demanda,1,1.42038047569796E-05,0,286.8654761905,2
[a favor] frenar abusos en contra de migrantes centroamericanos,demanda,1,2.44189180826298E-18,0,8.3333333333,6
"[a favor] frenar la aprobación de la nueva ley de pensiones civiles, que implica la reducción de algunos beneficios",demanda,1,7.16479181907951E-06,0,210.3728354978,2
"[a favor] frenar los megaproyectos de la presa la parota y el parque eólico de san dionisio del mar, en oaxaca",demanda,1,0.000039625,0,285.7003968254,2
[a favor] freno de las agresiones del gobierno contra los obreros,demanda,1,0.0031212293,0,347.4607142857,2
"[a favor] gerente desistiera de su denuncia contra tres maestros integrantes del funpeg, acusados de robo y detenidos por la policía estatal la noche anterior en las instalaciones de la normal adolfo viguri viguri",demanda,1,0.0002279402,0,282.2067460317,2
[a favor] gobierno del estado pague 260 millones de pesos que adeuda a maestros interinos del sistema educativo estatal,demanda,1,2.90766691768786E-05,0,265.8027777778,2
[a favor] gobierno del presidente enrique peña nieto apoye con más fuerza al campo,demanda,1,0.0001172446,0,308.0630952381,2
"[a favor] gobierno federal cumpla los 11 acuerdos pactados en septiembre pasado, relacionados con la no aplicación de la reforma educativa en el estado",demanda,1,0.0065119759,0,283.5607142857,2
"[a favor] gobierno federal fije su postura ante el intento de charrazo de la cúpula del sindicato nacional de trabajadores de la educación, pues desde el lunes pasado pretende imponer una comisión ejecutiva al frente de la sección 9",demanda,1,0.0055939727,0,342.0908730159,2
"[a favor] gobierno federal instale la mesa de diálogo a la que se comprometió el pasado 11 de febrero con profesores de guerrero, con la intención de que se regularicen sus pagos",demanda,1,0.0004286485,0,315.575,2
"[a favor] gobierno federal que diga la verdad a los familiares, a los guerrerenses y a los mexicanos (sobre caso ayotzinapa)",demanda,1,0.0008134391,0,298.8111111111,2
[a favor] gobierno mexicano condene con mayor firmeza y actúe de manera inmediata para detener la política israelí de agresión militar y limpieza étnica,demanda,1,1.13791763867527E-07,0,208.0547619048,2
[a favor] hacer caso a sus demandas y reanudar el diálogo,demanda,1,0.003895626,0,317.173015873,2
[a favor] hagan extensivos a 80 por ciento de los agricultores los beneficios del presupuesto para la comercialización de cosechas y vivienda,demanda,1,5.6581385680783E-05,0,305.7333333333,2
[a favor] impulsar excarcelación de presos políticos,demanda,1,0.0003911569,0,289.0305555556,2
[a favor] impulso de un sistema de compras públicas que beneficie al campesino,demanda,1,1.11397019569478E-05,0,279.5404761905,2
"[a favor] incluir en el presupuesto federal de 2016 apoyos para la comercialización de maíz, frijol, sorgo y avena",demanda,1,0.0001672334,0,314.119047619,2
[a favor] incorporación definitiva al presupuesto de egresos de la federación (pef) –que desde el primero de enero está a cargo de la nómina nacional– de 17 mil trabajadores administrativos de la secretaría de educación pública y 10 mil profesores estatales,demanda,1,0.0006655515,0,320.5452380952,2
"[a favor] incrementar matrícula en unam, uam, ipn, entre otras",demanda,1,2.45013856848133E-06,0,217.9466450216,2
[a favor] información en torno a los avances de la reforma para el campo,demanda,1,7.15865904923591E-07,0,236.3218253968,2
[a favor] infraestructura adecuada en sus centros de trabajo y la remoción de sus líderes,demanda,1,6.41486023805528E-06,0,210.9995310245,2
[a favor] iniciar el proceso de democratización del sindicato nacional de trabajadores de la educación (snte),demanda,2,0.0011364609,10.0640847755,305.6503968254,2
[a favor] inmediata liberación a los jóvenes detenidos durante la marcha del 2 de octubre de 2013,demanda,1,0.0003190864,0,328.069047619,2
[a favor] instalación de mesa de negociación con carácter resolutivo con el gobierno federal y estatal,demanda,1,0.006555685,0,283.8107142857,2
[a favor] instalación de una mesa de diálogo con las autoridades estatales,demanda,1,0.0010141227,0,293.4972222222,2
[a favor] instalación de una mesa de trabajo,demanda,1,7.88527779314341E-06,0,275.394047619,2
[a favor] instalar una mesa de diálogo nacional,demanda,1,0.0086431914,0,301.1047619048,2
[a favor] instalar una mesa nacional de negociación encabezada por el presidente enrique peña nieto,demanda,2,0.0011364609,10.0640847755,305.6503968254,2
[a favor] instauración de un consejo económico social,demanda,1,0.0002597832,0,294.2496031746,2
"[a favor] intervención del alto comisionado de la onu para los derechos humanos para que se acelere la investigación relacionada con el asesinato de los defensores de derechos humanos bety cariño y jyri jaakkola, ocurrido el 27 de abril de 2010, cuando se dirigían a san juan copala, oaxaca, en una caravana humanitaria",demanda,1,0.00001013,0,273.5738095238,2
[a favor] investigación cabal los hechos 1968 y juicio y castigo a los responsables,demanda,1,0.000753356,0,319.2777777778,2
[a favor] investigar paradero de desaparecidos,demanda,1,2.76199459481476E-18,0,8.0833333333,6
"[a favor] jubilación a los 30 años de aportación para los hombres y 28 para las mujeres, en ambos casos sin límite de edad, jubilación para mujeres a los 27 años de aportaciones ininterrumpidas. además, incremento del monto de la pensión de jubilados al ciento por ciento y crear la pensión por invalidez motivada por causas ajenas al servicio a los 10 años de aportación",demanda,1,7.16479181907973E-06,0,210.3728354978,2
[a favor] jubilación de más de mil profesores por la descapitalización del sistema de seguridad social,demanda,1,6.44071325701814E-06,0,217.4002164502,2
[a favor] juicio político contra el presidente enrique peña nieto,demanda,1,0.0003792645,0,314.5916666667,2
[a favor] juicio político para aguirre y abarca,demanda,1,0.0001905065,0,311.8023809524,2
[a favor] justicia a los normalistas de ayotzinapa desaparecidos el 26 de septiembre de 2014,demanda,1,0.0002187143,0,282.6888888889,2
[a favor] justicia en el caso de rocío mesino mesino,demanda,1,0.0002686838,0,326.3035714286,2
[a favor] justicia para las familias y castigo a los autores intelectuales del crimen,demanda,1,0.0002664536,0,284.976984127,2
[a favor] justicia para los 25 estudiantes de ayotzinapa heridos en iguala el pasado 26 de septiembre,demanda,1,0.0006655515,0,320.5452380952,2
[a favor] justicia para los caídos en nochixtlán,demanda,1,0.0085634795,0,300.6047619048,2
[a favor] justicia para los deudos de pasta de conchos,demanda,1,4.54097684753025E-05,0,280.3345238095,2
[a favor] justicia para los normalistas de ayotzinapa desaparecidos el 26 de septiembre de 2014,demanda,1,0.000219447,0,282.9388888889,2
[a favor] justicia para normalistas y castigo al edil prófugo,demanda,1,0.0003779938,0,314.3416666667,2
[a favor] justicia por el asesinato de dos estudiantes de la normal de ayotzinapa,demanda,1,0.0002664536,0,284.976984127,2
[a favor] justicia por el asesinato del maestro claudio castillo peña,demanda,1,0.0004286485,0,315.575,2
"[a favor] justicia por el niño asesinado, hidilberto reyes, por presuntos militares",demanda,1,0.0003320544,0,280.4007936508,2
[a favor] justicia por la muerte de 49 niños y 70 lesionados más tras cumplirse cuatro años del incendio en la instancia infantil subrogada por el imss,demanda,1,2.88293030821113E-06,0,235.5706349206,2
[a favor] justicia por más de los 25000 desaparecidos del país,demanda,1,0.0002958902,0,330.5952380952,2
[a favor] justicia y el esclarecimiento de los hechos,demanda,1,0.0013981703,0,338.3321428571,2
[a favor] la aprobación de leyes secundarias turnadas a comisiones,demanda,1,0.0008872559,0,294.1551587302,2
[a favor] las empresas eólicas contraten mano de obra de juchitán,demanda,1,3.32216958502797E-06,0,210.9828643579,2
[a favor] les permitan decidir su cambio de adscripción,demanda,1,0.0021350227,0,301.2329365079,2
"[a favor] ley de amnistía para los presos políticos de guerrero, todos miembros de la policía comunitaria",demanda,1,0.0023329966,0,310.7321428571,2
[a favor] ley general sobre desaparición forzada,demanda,1,0.000171338,0,304.8869047619,2
[a favor] liberación de 12 compañeros,demanda,1,8.60297972043438E-07,0,219.6642857143,2
"[a favor] liberación de 2 maestros y 3 activistas sociales detenidos por su presunta participación en el secuestro de los hermanos álvarez benfield, sobrinos del presidente del consejo coordinador empresarial",demanda,2,0.0006722372,1.3333333333,281.2333333333,2
[a favor] liberación de 30 integrantes del frente indígena campesino (ficam),demanda,1,1.91326288671736E-05,0,283.9726190476,2
[a favor] liberación de activistas sociales y desaparecidos,demanda,3,3.98704661606625E-05,0.625,282.8305555556,2
[a favor] liberación de cuatro de sus compañeros,demanda,1,0.0024650862,0,307.9642857143,2
[a favor] liberación de dirigentes sección 22 cnte,demanda,1,0.0011683207,0,307.348015873,2
"[a favor] liberación de la plancha de la principal plaza cívica de país de vallas metálicas, para que realmente sea un espacio libre y de expresión de las ideas",demanda,1,0.000947137,0,301.8071428571,2
[a favor] liberación de las 25 personas detenidas en oaxaca el pasado domingo 7 de junio,demanda,1,0.000344242,0,285.5611111111,2
[a favor] liberación del dirigente de méxico despierta,demanda,1,2.33685512343892E-18,0,3,7
"[a favor] liberación de los líderes de la sección 22 de la coordinadora nacional de trabajadores de la educación, en su lucha por la reforma educativa",demanda,3,0.0066982453,609.1921151001,290.8055555556,2
[a favor] liberación de los lideres de la sección 22 del magisterio oaxaqueño rubén núñez y francisco villalobos,demanda,1,0.0086791164,0,300.8547619048,2
[a favor] liberación de los presos políticos,demanda,12,0.0271390108,53444.1254913029,426.5869047619,2
[a favor] liberación de los presos políticos pertenecientes a la cnte,demanda,1,0.0086431914,0,301.1047619048,2
"[a favor] liberación de los presos, por participar en acciones de resistencia civil contra las tarifas de consumo eléctrico",demanda,1,0.000039625,0,285.7003968254,2
"[a favor] liberación de los profesores mario olivera osorio y lauro atilano grijalva, así como de los activistas sara altamirano ramos, damián gallardo martínez y leonel manzano sosa, detenidos el pasado día 17",demanda,1,0.000337805,0,280.5666666667,2
[a favor] liberación de los seis detenidos el martes por participar en el boicot al examen docente,demanda,1,0.0066485662,0,287.6428571429,2
[a favor] liberación del profesor gregorio de la cruz vázquez,demanda,1,0.0087916972,0,322.0857142857,2
[a favor] liberación del profesor óscar hérnandez neri,demanda,1,0.000011824,0,273.980952381,2
[a favor] liberación de manifestantes detenidos el domingo,demanda,1,0.0018006162,0,312.2468253968,2
[a favor] liberación de ocho indígenas detenidos el pasado 23 de mayo durante una protesta en san cristóbal de las casas,demanda,1,8.63180331025619E-07,0,219.9142857143,2
"[a favor] liberación de óscar hernández nerii, quien tiene más de dos décadas en la lucha social y educativa en la zona oriente del estado de méxico, y se declaró inocente del homicidio de violeta n",demanda,1,0.0003478645,0,306.7753968254,2
[a favor] liberación de plazas,demanda,1,0.0003338941,0,285.1777777778,2
[a favor] liberación de recursos acordados para beneficio de miles de familias del campo carentes de vivienda,demanda,1,1.03125374897041E-05,0,275.644047619,2
[a favor] liberación de yakiri rubí rubio. desestimando la acusación de homicidio,demanda,1,9.93236081306471E-07,0,239.4912698413,2
"[a favor] liberación inmediata de los ambientalistas enedina rosas vélez, juan carlos flores solís y abraham cordero calderón",demanda,1,0.000036826,0,293.8178571429,2
[a favor] liberación inmediata de los maestros detenidos por protestar contra la reforma educativa,demanda,1,0.0003490142,0,290.3142857143,2
[a favor] liberación inmediata de maestros detenidos en los meses recientes,demanda,1,0.0012655966,0,307.3253968254,2
[a favor] liberar presos políticos de la policía comunitaria,demanda,1,0.0002646741,0,284.476984127,2
[a favor] liberen a los maestros,demanda,1,7.02354551115465E-06,0,218.0099206349,2
[a favor] libertad al dr. mireles y cemeí verdía,demanda,1,0.0002958902,0,330.5952380952,2
"[a favor] libertad de arturo campos, y otros policías comunitarios",demanda,1,0.0001631249,0,300.6702380952,2
[a favor] libertad de los 15 maestros presos,demanda,1,0.0021711373,0,297.1682539683,2
[a favor] libertad de los cinco héroes cubanos presos en estados unidos,demanda,1,9.09080908173101E-06,0,256.9753968254,2
"[a favor] libertad de los presos políticos, entre ellos el vocero de los opositores a la presa la parota, marco suástegui muñoz",demanda,1,0.0002814705,0,284.726984127,2
"[a favor] libertad de los presos políticos, que ya suman 14 en este sexenio",demanda,1,0.0078809953,0,344.7392857143,2
"[a favor] libertad de néstora salgado, coordinadora de la crac-pc en el municipio de olinalá",demanda,1,0.0003128913,0,286.0515873016,2
"[a favor] libertad de nestora salgado, gonzalo molina, arturo campos, bernardino garcía y una decena de policías comunitarios",demanda,1,0.0002664536,0,284.976984127,2
"[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión",demanda,12,9.43122120922874E-05,13.2,277.9206349206,2
[a favor] llegar marchando al zócalo capitalino,demanda,1,0.0017855178,0,311.7468253968,2
[a favor] los legisladores reestructuren la propuesta gubernamental para el campo,demanda,1,1.11405636136121E-05,0,280.8976190476,2
[a favor] mandara nuevamente al congreso del estado la iniciativa para reformar la ley estatal de educación de la entidad (reforma educativa),demanda,1,0.0003005913,0,283.4138888889,2
[a favor] marcha conmemorativa por día del maestro,demanda,1,0.0042541373,0,320.2170634921,2
[a favor] mayores recursos para infraestructura y equipamiento escolar,demanda,1,0.0067102404,0,333.2813492063,2
[a favor] mejoramiento de la infraestructura educativa,demanda,1,0.0013981703,0,338.3321428571,2
[a favor] mejoras salariales,demanda,3,0.0009749574,16481.4216333129,290.9821428571,2
[a favor] mejores condiciones laborales,demanda,2,0.0027037753,229.7956287307,323.5607142857,2
[a favor] mejores prestaciones,demanda,1,0.0003531023,0,281.9007936508,2
[a favor] mejores salarios para sus productos,demanda,1,0.0001071509,0,309.4285714286,2
[a favor] mesa de diálogo con autoridades estatales y federales,demanda,1,0.0012655966,0,307.3253968254,2
[a favor] mesa de diálogo nacional por reforma educativa,demanda,3,0.0132116447,6133.3473213645,289.3761904762,2
[a favor] mesa de negociación para atender sus demandas (estudiantes no aceptados),demanda,1,2.4501385684805E-06,0,217.9466450216,2
[a favor] mesas de negociación al gobernador,demanda,1,0.0004974919,0,320.7714285714,2
[a favor] mesas de negociación para abordar el retraso del pago de salarios,demanda,1,0.0006821198,0,321.0452380952,2
[a favor] mesas de trabajo con gobierno del estado para que les paguen adeudos pendientes,demanda,1,0.0012528326,0,302.578968254,2
[a favor] ministerio público federal cumplimente las órdenes de aprehensión contra quienes en el 2010 asesinaron a los defensores de derechos humanos bety cariño y jyri jaakkola,demanda,1,1.00386970616194E-05,0,274.1115079365,2
[a favor] negar a la trasnacional monsanto la siembra comercial de maíz transgénico en el país,demanda,1,2.87320612248698E-06,0,235.3206349206,2
[a favor] nivelación salarial,demanda,1,0.0013981703,0,338.3321428571,2
[a favor] no les arrebaten sus tierras,demanda,1,0.0001071509,0,309.4285714286,2
[a favor] no privatizar los recursos naturales,demanda,1,9.52811207847952E-05,0,277.9238095238,2
[a favor] orden en el mercado interno para evitar la especulación con los alimentos,demanda,1,1.1139701956947E-05,0,279.5404761905,2
[a favor] orden en el mercado para garantizar precios justos por las cosechas,demanda,1,0.0001672334,0,314.119047619,2
"[a favor] otra política energética que incluya tarifas justas en función del nivel socioeconómico, acceso a energía eléctrica como derecho humano y proyectos autosustentables construidos desde las comunidades",demanda,1,0.0003381501,0,282.2932539683,2
"[a favor] pagar a más de 20 mil de sus compañeros los salarios correspondientes a la primera y segunda quincena de enero, y la segunda parte del aguinaldo",demanda,1,0.0003116257,0,281.9634920635,2
[a favor] pago de 45 millones de pesos del programa de apoyo al campo (procampo) que les adeudan desde 2013,demanda,1,2.58919754710023E-06,0,253.9857142857,2
"[a favor] pago de $800 millones que debe en apoyos para el maíz, correspondiente al ciclo agrícola 2014-2015",demanda,1,7.15865904924484E-07,0,236.3218253968,2
"[a favor] pago de adeudos pendientes,",demanda,1,0.0009652204,0,286.4321428571,2
"[a favor] pago de los salarios de su compañeros, suspendidos desde enero, cuando el gobierno federal absorbió la nómina",demanda,1,0.0003116257,0,281.9634920635,2
[a favor] pago de los salarios retenidos en esta quincena a más de 6 mil maestros que se encuentran en paro desde hace 19 días,demanda,1,0.0011043282,0,317.6992063492,2
[a favor] pago de pensiones,demanda,3,7.63468451840128E-06,30.7284321631,261.1341269841,2
[a favor] pago de recursos del procampo,demanda,1,0.0002846779,0,285.226984127,2
[a favor] pago de tres quincenas atrasadas y aguinaldos,demanda,1,3.60724904979548E-06,0,229.5412698413,2
"[a favor] participación en las mesas de negociación con la secretaría de gobernación, para conocer directamente las investigaciones",demanda,1,0.000337805,0,280.5666666667,2
[a favor] pavimentar cientos de caminos rurales,demanda,5,0.0009252218,1.1111111111,304.0869047619,2
[a favor] plan educativo alterno,demanda,1,0.0025110907,0,301.4607142857,2
[a favor] política de estado que impulse la autosuficiencia y soberanía alimentaria,demanda,1,2.01493488166272E-06,0,245.0595238095,2
[a favor] poner freno a las trasnacionales que saquean al país y afectan a las comunidades,demanda,1,2.55455436632723E-07,0,238.3008297258,2
"[a favor] por la defensa de la educación pública, laica y gratuita",demanda,1,0.008753656,0,337.5392857143,2
"[a favor] por un modelo alternativo de país, en oposición a la reforma energética",demanda,1,0.0004829884,0,311.7706349206,2
[a favor] precios justos para sus cosechas,demanda,1,2.01493488166328E-06,0,245.0595238095,2
[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,demanda,79,0.0481985247,338476.214444721,517.85,2
"[a favor] presentación con vida de miles de desaparecidos –en especial, los 43 normalistas de ayotzinapa–",demanda,1,0.0002404768,0,317.0984126984,2
[a favor] presupuesto digno para el agro en 2017,demanda,1,1.55148403715874E-05,0,278.7476190476,2
[a favor] programa de recuperación salarial,demanda,1,0.0002597832,0,294.2496031746,2
"[a favor] programa que prohíba importar ""productos chatarra"" como maíz transgénico y manzanas con dos años de refrigeración",demanda,4,2.14705302701155E-05,0.8571428571,257.2011904762,2
"[a favor] programas emergentes de recategorización y apoyo a la educación, así como partidas especiales para proyectos de viviendas",demanda,1,4.82307636967749E-05,0,221.8240981241,2
"[a favor] programas para incentivar la producción agrícola, pago de expropiaciones y entrega de recursos para vivienda rural",demanda,1,1.10650566106933E-05,0,279.0404761905,2
"[a favor] propuesta del congreso del estado para que emita cuanto antes un exhorto al rector, para solucionar la huelga",demanda,1,2.66420391962701E-18,0,3,19
[a favor] proteger derechos de poblaciones indígenas al goce preferencial del territorio y recursos naturales frente a las actividades mineras,demanda,1,2.55455436630953E-07,0,238.3008297258,2
"[a favor] proteger el espeso bosque de niebla que existe en sus escarpadas montañas, sus tierras y el agua, que vale más que el producto aurífero",demanda,1,3.82663993428321E-07,0,223.2400793651,2
[a favor] proyecto alternativo de educación,demanda,1,0.0024650862,0,307.9642857143,2
"[a favor] puesta en marcha del programa vivienda digna, del fideicomiso fondo nacional de habitantes populares, que en hidalgo no se ha aplicado por negligencia del gobierno estatal",demanda,1,2.95417109382052E-18,0,2,15
[a favor] puesta en marcha de un programa integral que permita reducir costos de producción en el campo,demanda,1,1.35936356981117E-05,0,277.8535714286,2
"[a favor] que autoridades asuman sus responsabilidades en materia de seguridad y vigilancia policíaca ante la ola de violencia que padece este municipio desde hace cinco meses, en los que se han perpetrado más de 50 homicidios vinculados al crimen organizado",demanda,1,3.55161694088834E-18,0,5.0833333333,3
[a favor] que autoridades nicolaítas proporcionen mil 500 espacios para los estudiantes que reprobaron examen de admisión,demanda,1,1.40676415652672E-06,0,219.4912698413,2
