Protestas conjuntas,Nombre,Abreviacion,Seccion,Tipo1,Tipo2,Tipos,Nombre corto,Aparece en RFOSC,Tipo de organización,Forma organizativa,Alcance,Figura jurídica,Precisión del domicilio determinado,Alcance_Estatal,Domicilio,Geolocalización,Sitios web de referencia,lat,lon,Actores adherentes / Aliados,Redes en que participa,Descripción / Historia,Misión / Objetivos
2,Unidad Patriótica por el Rescate de la Nación,UPRN,,RP,,RP,UPRN,No,Paraguas,Económico-gremial,nacional,Desconocida,Por mayoría en Eps,Nacional,"Senado de la República, Paseo de la Reforma, Tabacalera, Ciudad de México, CDMX","19.4326011,-99.1598071,17z",http://www.jornada.unam.mx/2013/10/11/opinion/023a2pol | https://regeneracion.mx/marcha-de-la-unidad-patriotica-por-el-rescate-de-la-nacion/ | https://www.facebook.com/FrenteDeLuchaEnDef/,19.4326011,-99.1598071,Coordinadora Nacional de Trabajadores de la Educación (CNTE) | Sindicato Mexicano de Electricistas (SME) | Sindicato de Trabajadores de la UNAM (STUNAM) | grupo Paz con Democracia | Frente Amplio Social (FAS) | Movimiento de Regeneración Nacional (MORENA) | Movimiento de Liberación Nacional (MLN) | Movimiento Nacional por la Esperanza (MNE) | Organizaciones Sociales del DF | Movimiento Nacional Organizado Aquí Estamos (MONAE) | Partido de la Revolución Democrática (PRD) | Partido del Trabajo (PT)  | Movimiento Ciudadano (MC),,"Unidad Patriótica por el Rescate de la Nación. Articulación fundada el 3 de octubre de 2013 e integrada hasta ahora por a organizaciones como la Coordinadora Nacional de Trabajadores de la Educación (CNTE), Sindicato Mexicano de Electricistas (SME), el Sindicato de Trabajadores de la UNAM (STUNAM), el grupo Paz con Democracia, Frente Amplio Social (FAS), Movimiento de Regeneración Nacional (MORENA), el Movimiento de Liberación Nacional (MLN), Movimiento Nacional por la Esperanza (MNE), Organizaciones Sociales del DF, Movimiento Nacional Organizado Aquí Estamos (MONAE), diversas corrientes del Partido de la Revolución Democrática (PRD), el Partido del Trabajo (PT) y el Movimiento Ciudadano (MC), entre otros movimientos y ciudadanos.","Se hará un llamado a todos los referentes cívicos, sociales y políticos para la construcción de la UPRN en todos los estados de la República. Igualmente, se realizarán acciones en la fecha en que se discuta la reforma energética en la cámara correspondiente. Se integrará una comisión de trabajo para procesar y, en su momento, presentar formalmente a la autoridad correspondiente la demanda en contra de Enrique Peña Nieto por traición a la patria. Acuerdos adicionales refieren a pronunciamientos en defensa: a) de Alberto Patishtán, Simitrio y todos los presos políticos en general; b) de las policías comunitarias y el derecho a la autodefensa; c) de las víctimas de la corrupción del Estado mexicano en los desastres naturales; d) de los pueblos originarios y los acuerdos de San Andrés, y e) por el cese de la represión en contra de los pueblos en lucha. ¡Apoyemos la Unidad Patriótica por el Rescate de la Nación!"
1,Unión Agrícola Regional De Sinaloa,UARS,,CA,,CA,UARS,No,Paraguas,Económico-gremial,local,Desconocida,Sede determinada,Sinaloa,"Calle Lazaro Cardenas no. 859 col. centro sinaloa, culiacán","24.796028,-107.4103382,17z",https://www.facebook.com/pg/unionagricolaregionaldesinaloa/about/?ref=page_internal | http://olegario.mx/2013/09/crearan-union-agricola-regional-en-sinaloa/,24.796028,-107.4103382,,,"El próximo 5 de octubre, nacerá en la cámara de diputados, la unión agrícola de Sinaloa, organismo social político y legal que servirá de ancla para continuar en la lucha de sacar adelante el campo, así lo dio a conocer el coordinador saliente del congreso agrario permanente,Serapio Vargas Ramirez. “Es un instrumento que creo nos esta haciendo falta, pues la lucha no debe ser intermitente debe ser lineal”, permanente señaló,agregando que tras cumplirse el plazo de seis meses como dirigente del CAP, tomará el liderazgo de dicha unión, por esta petición de  las organizaciones miembro. Asimismo agregó que el organismo estará conformado por asociaciones agrícolas estatales de los municipios de , Guasave, Culiacán, Navolato y Angostura.","En este sentido, Vargas Ramirez se comprometió a tratar de crear certidumbre, estabilidad y dignidad en el campo; además dijo que entre  las metas planeadas a lograr con esta unión serán despejar las dudas de los productores, cuanto la entrega de apoyos, anular el decreto que le permite la importación de los costos en insumos de maíz Sinaloense, así como incidir en la disminución."
22,Unión Campesina Democrática,UCD,,CA,,CA,UCD,Sí,Matriz,Económico-gremial,nacional,Asociación Civil,Sede determinada,Nacional,"Calle Ricardo Bell 111, Colonia Peralvillo, Delegación Cuauhtémoc, México D.F. C.P. 06220. ","19.4628182,-99.1367796,17z",http://ucd.org.mx/ | https://www.facebook.com/ucdjaliscooficinascentrales/ | https://www.facebook.com/Union-Campesina-Democratica-128096830587155/,19.4628182,-99.1367796,,,"La Unión Campesina Democrática es una organización social de carácter campesino que tiene por objeto formular y proponer un inmediato cambio estructural en las políticas públicas de fomento productivo, desarrollo económico y política social para el desarrollo rural sustentable del agro mexicano, intercambiando experiencias, propuestas y técnicas entre sus asociados y con otras personas, pugnando por la aplicación de nuevas políticas públicas que constituyan una verdadera política de estado para la sociedad rural. Apoyando desde luego las políticas dirigidas a lograr la soberanía, la seguridad y la autosuficiencia alimentaria. La Unión Campesina Democrática (UCD) surge en 1988, a través de diversas asambleas masivas que se realizaron en las regiones agropecuarias y forestales más representativas del país. La asamblea constitutiva se llevo a cabo el 10 y 11 de Abril de 1991. La constitución legal como Asociación Civil se efectúo el 11 de Mayo de 1994. La Unión Campesina Democrática tiene presencia y participación en 30 Entidades Federativas. El número aproximado de sus militantes es de 500,000. Constituido fundamentalmente por ejidatarios, comuneros, auténticos pequeños propietarios, jornaleros agrícolas; hombres y mujeres del campo mexicano pertenecientes al sector social, con un elevado compromiso hacia el desarrollo y la transformación de la sociedad rural en beneficio de su clase. En los próximos meses convocaremos a la formación de los comités estatales en las dos Entidades donde aún no participamos, esto es Tabasco y Aguascalientes.","Las actividades prioritarias de esta organización son: La conclusión del rezago agrario. La defensa de la propiedad social. La producción en cielo abierto, la agricultura controlada en bioespacios. De casi todas las ramas de producción. El transporte y comercialización de productos agropecuarios. La transformación y agregación de valor en diversas ramas de producción. Programa nacional de regularización de vehículos de procedencia extranjera."
1,Unión Campesina Emiliano Zapata,UCEZ,,CA,,CA,UCEZ,No,Discreta,Económico-gremial,local,Asociación Civil,Sede determinada,Guerrero,"Calle Juan Aldama, Centro, 40000 Iguala de la Independencia, Gro.","18.342985,-99.537046,15z",https://guiamexico.mx/empresa/1507267/ucez-union-campesina-emiliano-zapata,18.342985,-99.537046,,,"Ucez Unión Campesina Emiliano Zapata esta registrada desde JULIO 2010 con número de registro 1507267 bajo la actividad económica Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios ( 813110 ) Codigo actividad Scian. con razon social Ucez Unión Campesina Emiliano Zapata, A.C., actualmente cuenta con 0 a 5 personas ubicada en la entidad federativa Guerrero, Municipio Iguala De La Independencia, Localidad Iguala de la Independencia Colonia Centro Calle J. Aldama. Teléfono: 7333326251",
2,Unión de Artesanos y Comerciantes Oaxaqueños en Lucha,UACOL,,CR,,CR,UACOL,No,Discreta,Urbano-gremial,local,Desconocida,Municipial,Oaxaca,"Oaxaca de Juarez, Oaxaca","17.0813771,-96.7708367,13z",https://uacol.wordpress.com/,17.0813771,-96.7708367,,,,
5,Unión de Comunidades Indígenas de la Zona Norte del Istmo,UCIZONI,,IN,,IN,UCIZONI,Sí,Discreta,Indígena,regional,Asociación Civil,Sede determinada,Regional,"Av. 1 de Mayo 1204 Col. Rincón Viejo. C.P. 70300 Matías Romero, Oaxaca.","16.8940976,-95.0419359,17z",http://www.ucizoni.org/,16.8940976,-95.0419359,,Alianza Mexicana por la Autodeterminacion de los Pueblos,"Una organización de hombres y mujeres que forman parte de comunidades, en su mayoría indígenas, del Istmo de Tehuantepec y regiones vecinas. UCIZONI nace el 20 de junio de 1985, es una organización de pueblos indígenas que se encuentra en la región del lstmo de Tehuantepec, en el bajo Mixe y en otras regiones del estado de Oaxaca. Desde hace muchos años nuestros pueblos han dado una fuerte lucha por defender sus derechos, sus tierras y sus recursos naturales, así también han hecho enormes esfuerzos por mantener vivas sus raíces y cultura. Hace 27 años estos pueblos decidieron crear una organización independiente del gobierno donde hubiera lugar para hombres y mujeres, gente de diferentes religiones e idiomas que lucharan por su autonomía. Dentro de sus mayores reconocimientos, destaca el haber obtenido la “Medalla a la Libertad ""Roger Baldwin"" en 1996 que entrega anualmente la más importante organización de abogados promotores de los Derechos Humanos de los Estados Unidos. Además UCIZONI colabora de manera permanente con la Comisión de Asuntos indígenas de la Legislatura Federal, el Alto Comisionado de los Naciones Unidas para los Derechos Humanos y el PNUD. Para su funcionamiento, UCIZONI, se encuentra estructurada de la siguiente manera: Una Asamblea Congreso que se realiza cada 3 años, en donde se nombran a los integrantes de la Mesa Directiva, el órgano principal de toma de decisiones es la Asamblea de Delegados y Delegadas, quienes son representantes de las comunidades, la cual se realiza cada tres meses, habiendo también asambleas subregionales, en donde se informa de las actividades y avances de los programas; en importancia le sigue la Mesa Directiva, integrada par 6 compañeras y compañeros de las comunidades pertenecientes a la UCIZONI: existe una coordinación general que supervise los actividades que se desarrollan dentro de los programas, una coordinación de programas y finalmente se encuentra el equipo técnico, integrantes de los programas y de la administración, entre ellos 17 hombres y 12 mujeres pertenecientes a las diferentes culturas y etnias de la región; cuenta con instalaciones propias y equipos de oficina.","Desde su creación hace ya 27 años, UCIZONI ha venido brindando servicios de asesoría, capacitación, planeación, asistencia técnica, gestión de proyectos productivos y de infraestructura social. Actualmente se encuentra atendiendo a más de 280 grupos de productores indígenas entre ellos hombres y mujeres, quienes se desarrollan y operan proyectos específicos, en el marco de un Plan Regional de Desarrollo. UCIZONI tiene un enfoque integral por ello también tiene como ejes de acción los Derechos indígenas, la Equidad de Género, los Derechos Humanos, la Salud y la Protección del Media Ambiente, la Defensa del Maíz y el Mejoramiento integral de la comunidad. Con el propósito de fortalecer la capacidad de los pueblos indígenas, UCIZONI, cuenta con los programas de Atención Legal Agraria, Comunicación indígena, Ciudadanía de Mujeres indígenas, Desarrollo Regional Alternativa y Alternativas a la Globalización Neoliberal. Para su operación, cuenta con un Área de Administración."
1,Unión de Comunidades y Ejidatarios del Norte,UCEN,,CA,,CA,UCEN,No,Matriz,Económico-gremial,regional,Asociación Civil,Municipial,Regional,"Xalapa, Veracruz","19.5333709,-96.9216225,15z",https://www.facebook.com/pg/UNION-DE-COMUNEROS-Y-EJIDATARIOS-DEL-NORTE-AC-UCEN-234935193213340/about/?ref=page_internal | http://www.lavozdetantoyuca.com/crece-la-ucen-en-el-norte-del-estado-quintin-mendoza-nicolas-nombra-un-coordinador-en-zontecomatlan.html/ | http://www.veracruzenred.com/noticia/respaldan-comuneros-y-ejidatarios-del-norte-fhb,19.5333709,-96.9216225,,,"las familias que aglutinan UCEN pertenecientes a Tantoyuca, Tlachichilco, Chicontepec, Benito Juárez, Ixhuatlán de Madero, Tlachichilco, Zontecomatlán, Texcatepec, Huayacocotla, Ilamatlán, Platón Sánchez, Chalma, Chiconamel, Pánuco, Chontla, Ozuluama, Ixcatepec y Citlaltépetl, entre otros.",
2,Unión de Cooperativas Tosepan Titataniske,,,IN,CA,IN / CA,CooperativasTosepan,Sí,Paraguas,Indígena,local,Desconocida,Municipial,Puebla,"Juárez y Galeana, Cuetzalan, Puebla","20.0176212,-97.523368,17z",http://www.tosepan.com,20.0176212,-97.523368,cooperativa tosepan titataniske | cooperativa tosepan siuamej | cooperativa de ahorro y préstamotosepantomin | cooperativa tosepantichanchiuaj | cooperativa tosepanpajti | cooperativa tosepanojtasentekitinij | cooperativa tosepan kali | cooperativa maseual xicaualis | yeknemilis a.c | tosepan limakxtum a.c | fundación tosepan, ,"La    Cooperativa   Tosepan   Titataniske    es    una    organización  cuyos   inicios   se   remontan   hacia   1977,   constituyéndose   legalmente  en   febrero   de   1980   y   en   los   ultimos   años   se   ha   conformado   la  Unión     de     Cooperativas    Tosepan.     Esta     unión     incorpora     a     8  cooperativas   regionales   y   tres   asociaciones   civiles.   actualmente   la  organización   agrupa   a   34,000   familias,   la   gran   mayoría   de   ellos  pertenecientes    a    los    grupos    originarios    nahuas    y    tutunakus.    La  población    de    socios    se    conforma    de    410    cooperativas    locales      pertenecientes   26   municipios   de   la   sierra   nororiental   del   estado   de  Puebla. . El     Movimiento     Cooperativo     Indígena     de     la     Sierra  Nororiental   de   Puebla   se   inició   en   1977   y   se   formalizó   en   1980  con   la   constitución   de   la   Cooperativa   “Tosepan   Titataniske”   (Unidos   Venceremos,   en   náhuat).   Los   socios   fundadores   se  propusieron   encontrar   solución   al   problema   de   la   carestía   de  los   productos   básicos   para   la   alimentación   de   las   familias,   ya  que   en   aquellos   tiempos   era   la   demanda   más   sentida   por   toda  la población.","Hoy   en   día,   la   “Unión   Tosepan”    es   reconocida   en   el  mercado     internacional     como     una     cooperativa     seria     y  responsable,   ya   que   su   café   orgánico   es   conocido   y   apreciado  en   Japón,  Alemania   y   Holanda.   Los   socios   productores   de   café  y    pimienta    se    sienten   felices   de   ver   sus   rostros   en   los empaques   de   café   llenos   de   canyis   (letras   japonesas)   y saberse  que  ellos  son  los  que  con  sus  manos  y  esfuerzos  han logrado  llegar  a  lugares  lejanos  para  compartir  una  bebida   revitalizante  con  aroma  de  sus  Kuojtakiloyan  (“jardines  del café”).  "
1,Unión de Juristas de México,UJM,,DD,PF,DD / PF,UJM,No,Discreta,Civil,local,Desconocida,Sede determinada,CDMX,"Av. Juárez 30 -402, Centro, ciudad de méxico","19.4344019,-99.1454872,17z",https://www.facebook.com/unionjuristasmexico/ | http://redirprd.blogspot.mx/,19.4344019,-99.1454872,,,,"Cinco ejes tiene la  estrategia de la UJM, expuso Miranda: Importancia de la libertad sindical para la defensa de los derechos laborales; lucha contra la Alianza por la Calidad de la Educación como instrumento jurídico administrativo impuesto con la traición de Elba Esther Gordillo; defensa del salario del maestro para satisfacer sus necesidades básicas; Contra la evaluación universal como mecanismo jurídico-político para defender los derechos laborales y  exigencia de castigo a los asesinos de normalistas de Ayotzinapa."
5,Unión de la Fuerza Indígena y Campesina,UFIC,,CA,IN,CA / IN,UFIC,No,Matriz,Económico-gremial,nacional,Asociación Civil,Sede determinada,Nacional,"Turquesa #88, Col. Estrella, Del. Gustavo A. Madero, Ciudad de México, México.","19.4759457,-99.1168247,17z",http://ufic.org.mx/ | http://www.diariovialibre.com.mx/el-2013-un-mal-ano-para-la-union-de-la-fuerza-indigena-y-campesina/,19.4759457,-99.1168247,,,"Somos una organización que nace con la fortaleza de varias expresiones indígenas y campesinas; que de manera histórica han luchado por la justicia y el desarrollo, promoviendo la elevación de su papel político y social.",Propiciar que la población del medio rural  acceda a mejores niveles de vida a través del impulso de su organización productiva y  la comercialización mediante la generación de oportunidades de empleo e ingreso que le genere mejor calidad de vida.
1,Unión de Materialistas y Choferes del Istmo,,,SPA,TA,SPA / TA,UnionMat&Chof_Istmo,No,Discreta,Urbano-gremial,local,Asociación Civil,Sede determinada,Oaxaca,"Avenida Miguel Hidalgo, 70000 Juchitán de Zaragoza, Oax","16.435176,-95.022838,16z",https://ubicania.com.mx/comercio/union-de-materialistas-y-choferes-del-istmo-ac-3187391,16.435176,-95.022838,,Sindicato Libertad |  CNP Sección 5,,
1,Unión de Pobladores Tierra y Libertad,,,VE,,VE,UniónPobTierra&Lib,No,Discreta,Urbano-gremial,local,Asociación Civil,Por mayoría en Eps,CDMX,Plaza de la constitución,"19.4326068,-99.1353989,17z",http://www.excelsior.com.mx/comunidad/2013/09/22/919838 | http://www.alimentoparatodos.org.mx/recursos/InformeAnualAPT_baja.pdf,19.4326068,-99.1353989,,,,
1,Unión de Pueblos y Organizaciones del Estado de Guerrero,UPOEG,,PC,,PC,UPOEG,No,Matriz,Urbano-gremial,local,Desconocida,Municipial,Guerrero,"Buena Vista de Allende, municipio de Tecoanapa, Guerrero","17.0002601,-99.214069,17z",http://www.milenio.com/estados/momentos-claves-UPOEG-SSC_0_220777998.html | https://www.facebook.com/UPOEG-Xaltianguis-La-Nueva-Y-Transparente-Comandancia-1777998415812864/?ref=py_c | http://www.milenio.com/estados/momentos-claves-UPOEG-SSC_0_220777998.html,17.0002601,-99.214069,,,"En octubre de 2010 se funda la Unión de Pueblos y Organizaciones del Estado de Guerrero (UPOEG). Reivindica la lucha contra el cobro excesivo de las tarifas de la Comisión Federal de Electricidad (CFE), la apertura de caminos en zonas de alta marginación y el financiamiento de proyectos que generen desarrollo. Si líder es Bruno Placido Valerio, ex coordinador de la Coordinadora Regional de Autoridades Comunitarias (CRAC). Los días 4 y 5 de enero de 2013 la UPOEG encabeza un movimiento de autodefensa contra los grupos de la delincuencia organizada que operaban en la Costa Chica, principalmente en Ayutla de los Libres y Tecoanapa. Tras el secuestro de Alberto Eusebio García, comisario de Rancho Nuevo y promotor de la Policía Comunitaria en zonas no indígenas de la Costa Chica, se desplegó un operativo de búsqueda que logra la liberación forzada del representante comunal. Los integrantes de la autodefensa detuvieron a 52 personas que los habitantes de los pueblos relacionaron con el crimen. Durante la autodefensa los integrantes del movimiento se cubrieron el rostro y adoptaron identidades en clave, como “Comandante Guerrero” y “G-1”. El único que no se encapuchó fue el principal dirigente, Bruno Placido Valerio. El 2 de febrero, tras casi un mes de jaloneos públicos, la UPOEG presenta en una asamblea general en la comunidad de El Mezón a 52 detenidos durante el movimiento de autodefensa. Entre los cautivos se indica la existencia de delincuentes sicarios, halcones, secuestradores, violadores y hasta un descuartizador. Durante la asamblea se presenta un menor de 13 años que asegura, lo estaban entrenando para convertirse en sicario. El 5 de febrero, el gobierno del estado reúne en la residencia oficial Casa Guerrero a los principales representantes de la CRAC y la UPOEG; Pablo Guzmán Henández y Bruno Placido Valerio. La administración estatal plantea la creación de una Comisión de Concordia y Pacificación para evitar la confrontación entre ambas organizaciones, estas le responden con un reproche por la incapacidad oficial para abatir los índices de violencia en las zonas urbanas. Al gobierno federal le recuerdan el caso de Florence Cassez, la secuestradora francesa liberada no por ser inocente, sino por las irregularidades cometidas en la Secretaría de Seguridad Pública (SSP) bajo el mando de Genaro García Luna. El 8 de febrero, a partir de la presión del gobierno federal y la Comisión Nacional de Derechos Humanos (CNDH), la UPOEG decide entregar a las autoridades legalmente reconocidas a los delincuentes capturados durante el alzamiento de los primeros días de enero. En el palacio muicipal de Ayutla acuden el secretario general de Gobierno, Humberto Salgado Gómez y el entonces presidente del Tribunal Superior de Justicia (TSJ) Jesús Martínez Garnelo. En cada caso hay un expediente que incluye declaraciones inculpatorias en diferentes delitos, la mayor parte de delincuencia organizada. El 7 de marzo, el presidente de la Comisión Nacional de Derechos Humanos (CNDH), Raúl Plascencia Villanueva acepta una invitación de la UPOEG y acude a la comunidad de Ahuacachahue perteneciente a Ayutla, ahí escucha los testimonios de las victimas de secuestros, violaciones y desaparición de familiares. El ombudsman reconoció que hacía falta conocer la versión de las víctimas para tener un panorama más claro de lo que pasa en la zona, pero después de varias semanas volvió a manejar un discurso severo ante el movimiento. El 23 de marzo, en la comunidad de Buena Vista, municipio de Tecoanapa la UPOEG integró el Sistema de Seguridad Ciudadana (SSC) y dejó atrás la etapa de autodefensa para entrar en un proceso de regulación interna. Se nombró a seis comandantes regionales y se dio a conocer que oficialmente había mil 080 policías ciudadanos operando en 15 municipios, todos pertenecientes a la Costa Chica.",juntos por el desarrollo y la paz social de guerrero.
1,Unión de Trabajadores de Desechos Sólidos Ricardo Flores Magón,,,TSG,,TSG,TrabDesechosSolRFM,No,Discreta,Económico-gremial,local,Desconocida,Por mayoría en Eps,Guanajuato,"León, Guanajuato","21.1220595,-101.7362228,12z",http://suracapulco.mx/6/maestros-aprovechan-el-dia-del-trabajo-para-reivindicar-su-lucha-contra-la-reforma-educativa/ ,21.1220595,-101.7362228,,,,
2,Unión General de Obreros y Campesinos de México Jacinto López,UGOCM-JL,,CA,,CA,UGOCM-JL,No,Matriz,Económico-gremial,nacional,Asociación Civil,Sede determinada,Nacional,"Gral. Emiliano Zapata 103, Portales Nte, 03300 Ciudad de México, CDMX","19.3652043,-99.1471935,15z",http://www.ugocm-jl.mx/iquienes-somos,19.3652043,-99.1471935,Consejo de Desarrollo para Bienestar de las Mujeres de San Sebastián Xochimilco,,"La UNIÓN GENERAL DE OBREROS Y CAMPESINOS DE MÉXICO JACINTO LÓPEZ, A.C. (UGOCM Jacinto López) es una organización con 60 años de experiencia dedicada al desarrollo rural. Sus actividades están encaminadas principalmente a la gestión de subsidios, financiamientos y apoyos de los programas que coordina el gobierno en los niveles federal, estatal y municipal; a la asesoría; a la capacitación; al diseño y ejecución de proyectos productivos; a la realización de seminarios, foros, talleres, congresos, asambleas y encuentros con la participación de los sectores agrícola, pecuario, pesquero, forestal, silvícola y de recursos no renovables, entre otros. Permanentemente realiza acciones para fortalecer la organización económica de los productores y así crear condiciones para acceder a mejores niveles dentro del desarrollo rural. En este contexto, las gestiones que ha realizado le han permitido recibir apoyos del gobierno federal, así como de los gobiernos estatales y municipales. La cobertura que la UGOCM Jacinto López tiene en todo el territorio nacional le ha permitido identificar la problemática que persiste en el sector rural.",Su finalidad es elevar el nivel de vida de los sectores rural y urbano. 
3,Unión General Obrero Campesina y Popular,UGOCP,,RP,,RP,UGOCP,Sí,Matriz,Económico-gremial,nacional,Asociación Civil,Sede determinada,Nacional,"Juan de La Luz Enríquez 8, Zona Centro, Centro, 91000 Xalapa Enríquez, Ver.","19.5275489,-96.9239696,17z",http://www.afectadosambientales.org/union-general-obrero-campesina-popular-a-c/ | https://www.facebook.com/Uni%C3%B3n-General-Obrera-Campesina-y-Popular-AC-810970145597161/ | https://www.ugocp.net/ | http://www.ugocp.tv/,19.5275489,-96.9239696,,,"La Unión General Obrero, Campesina y Popular -Ugocp– es una Central Obrera, Campesina, Indígena y Popular. Fue Constituida el día 23 de Noviembre de 1986 en la Ciudad de México, D. F. Es una Organización No Gubernamental, Democrática, Feminista, Unitaria, Plural, Autónoma, Independiente y Productiva. Agrupa por igual a las mujeres y a los hombres de la ciudad, del campo, de la sierra, de la selva, de la montaña y del mar; que viven del producto de su trabajo. Sus integrantes son grupos de obreros, campesinos, productores rurales, acuacultores, pescadores, colonos, indígenas, mujeres y jóvenes fundadores de la organización y los que con posteridad hayan ingresado formalmente.","Sus objetivos son organizar y coordinar a los grupos, comités, sociedades y asociaciones de mujeres, de obreros, de campesinos, de colonos, de profesionistas, de productores rurales, de indígenas, de jóvenes y de adultos mayores para luchar por mejores condiciones de vida; promover y garantizar los derechos a la igualdad y equidad de género y apoyar a los pueblos y comunidades indígenas que luchan por sus reivindicaciones históricas y por el respeto a sus costumbres y tradiciones."
5,Unión Local de Productores de Caña de Azúcar,ULPCA-CNC,,PR,,PR,ULPCA-CNC,Sí,Matriz,Económico-gremial,nacional,Asociación Civil,Sede determinada,Nacional,"Parque Infantil 35, Atencingo, Puebla, Mexico","18.5106906,-98.6112294,17z",https://www.facebook.com/ulpcnc.atencingo/,18.5106906,-98.6112294,,Confederación Nacional Campesina (CNC),,
3,Unión Nacional de Organizaciones Regionales Campesinas Autónomas,UNORCA,,IN,CA,IN / CA,UNORCA,Sí,Paraguas,Económico-gremial,nacional,Asociación Civil,Sede determinada,Nacional,"Juan de Dios Arias 48, Vista Alegre, 06800 Ciudad de México, CDMX","19.4095791,-99.1360087,18z",http://www.afectadosambientales.org/union-nacional-de-organizaciones-regionales-campesinas-autonomas-unorca/ | http://unorcaqroo.blogspot.mx/ | http://www.gloobal.net/iepala/gloobal/fichas/ficha.php?entidad=Agentes&id=3710 | http://www.jornada.unam.mx/2009/03/31/opinion/017a1pol,19.4095791,-99.1360087,,Vía Campesina | Coordinadora Latinoamericana de Organizaciones del Campo | Federación Internacional de Productores Agricultores,"La Unión Nacional de Organizaciones Regionales Campesinas Autónomas, es una red de organizaciones regionales, que privilegia lo regional e impulsa liderazgos nacionales que parten y tienen su base social en las regiones; mantiene la idea de autonomía con el Estado, con una posición políticamente independiente, y la de las organizaciones regionales respecto a la Unión Nacional. Su fuerza política se sustenta en la calidad de sus propuestas que no se restringen a demandas específicas, sino que se ubican en el terreno de las políticas públicas impulsadas a partir de la combinación de movilizaciones y gestiones. La UNORCA es una organización de representación indígena y campesina de amplia participación, de lucha, de trabajo y de propuesta, que se constituyó en el VII Encuentro Nacional realizado en Cuetzalan, Puebla, en marzo de 1985. A la UNORCA la integran campesinos, pequeños productores, jornaleros, avecindados, colonos, jóvenes, mujeres, pescadores y trabajadores del campo de Campeche, Chiapas, Chihuahua, Colima, Distrito Federal, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, México, Michoacán, Morelos, Nayarit, Oaxaca, Puebla, Querétaro, Quintana Roo, San Luis Potosí, Sinaloa, Sonora, Tabasco, Tlaxcala, Veracruz, Yucatán, Zacatecas. La UNORCA impulsa la amplia participación social en el ámbito nacional e internacional, y es integrante de diversas expresiones del movimiento campesino internacional, como La Vía Campesina, la Coordinadora Latinoamericana de Organizaciones del Campo y la Federación Internacional de Productores Agricultores.","Soberanía y seguridad alimentaria. Que el campo, los campesinos y los indígenas sean una prioridad en el desarrollo nacional. Impulsar una reforma rural, regional, integral y sustentable. Impulsar una política social rural. Hacer reformas jurídico rurales. Reconocer a los pueblos indígenas, como sujetos a derecho. Aplicar políticas de apoyo a los trabajadores migrantes. Promover la bioseguridad alimentaria y la protección de la biodiversidad. Fomentar el trabajo de género campesino e indígena. Lograr mayor captación fiscal con justicia y equidad. Realizar reforma institucional con visión unitaria e integral "
1,Unión Nacional de Técnicos y Profesionistas Petroleros,UNTyPP,,SPB,TSG,SPB / TSG,UNTyPP,No,Matriz,Económico-gremial,nacional,Sindical,Por mayoría en Eps,Nacional,Hemiciclo a Juárez,"19.4351178,-99.1463243,17z",https://www.facebook.com/UNTyPP/ | http://defensadepemex.blogspot.mx/ | http://www.jornada.unam.mx/2009/12/22/politica/011n1pol,19.4351178,-99.1463243,,,"La UNTPP nació con ese nombre en marzo de 2008, aunque otras organizaciones de trabajadores técnicos de Pemex la antecedieron. A partir de su conformación, concretada en una asamblea en el auditorio de la Cámara de Diputados, esta unión solicitó ante la STPS su registro en 2008. Sin embargo, la dependencia respondió el 19 de diciembre de ese año, negando el registro, con el argumento de que no cumplía con los requisitos de ley. Encabezada por Didier Marquina, esta unión promovió un amparo el 15 de enero pasado y llevó el caso a tribunales. El 2 de julio siguiente, el juzgado primero de distrito en materia laboral resolvió que es procedente el registro de esta organización y ordenó a la STPS que entregara a la UNTPP su registro, según señala la memoria del proceso legal seguido por esta agrupación sindical.","Sindicato de nuevo tipo, horizontal y transparente."
19,Unión Nacional de Trabajadores Agrícolas,UNTA,,CA,,CA,UNTA,Sí,Matriz,Económico-gremial,nacional,Asociación Civil,Sede determinada,Nacional,"Eje 2 Oriente Calzada de la Viga 600, Santa Anita, 08300 Ciudad de México, CDMX","19.3984391,-99.1237658,15z",https://www.untaedomex.com/quienes-somos2,19.3984391,-99.1237658,,,"La UNTA (Unión Nacional de Trabajadores Agrícolas) es una organización de clase revolucionaria, autónoma e independiente, que tiene como objetivo liberar a los trabajadores agrícolas de la explotación capitalista y hacerlos dueños de la riqueza económica, material y cultural del campo. La UNTA es un instrumento superior de lucha y organización en manos de los campesinos, que les sirve de arma para defenderse y defender mejores condiciones de vida y de trabajo en el campo y hacer realidad que ""La Tierra y su Producto sean para quienes la Trabajan""","La Unión Nacional de Trabajadores Agrícolas tiene como lema ""La Tierra y su producto para quienes la Trabajan"", que resume los principios y objetivos de la lucha de sus afiliados. Ser la voz del pueblo, de los ciudadanos y de los campesinos que se expresan ante las distintas autoridades para exigir sus derechos y aspirar a una vida digna alejada de la pobreza, el abandono y la marginación. Formar parte de esta gran organización que lucha día a día para que su gente tenga progreso, y juntos logremos la consciencia que el pueblo de México requiere."
