Id,C1x2FechaEvento,C4x1Posicion,C4x2DemText,DemandaFormateada,C4x3ClasificacionLAOMS,C4x3x1SubclasificacionLAOMS,Clasificación en tesis,Ayotzinapa,Reforma educativa
C-451,04/04/2016,A favor,recursos para el campo.,[a favor] recursos para el campo,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-452,04/04/2016,En contra,"proyectos mineros, eólicos e hidroeléctricos que sólo devastan las regiones.","[en contra] proyectos mineros, eólicos e hidroeléctricos que sólo devastan las regiones","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-452,04/04/2016,A favor,lucha por la defensa de los recursos naturales de las comunidades.,[a favor] defensa de los recursos naturales de las comunidades,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-452,04/04/2016,A favor,liberación de activistas sociales y desaparecidos.,[a favor] liberación de activistas sociales y desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-452,04/04/2016,A favor,recursos para el campo.,[a favor] recursos para el campo,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-453,04/04/2016,En contra,"proyectos mineros, eólicos, hidroeléctricos que sólo devastan las regiones.","[en contra] proyectos mineros, eólicos e hidroeléctricos que sólo devastan las regiones","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-453,04/04/2016,A favor,defensa de los recursos naturales de las comunidades.,[a favor] defensa de los recursos naturales de las comunidades,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-453,04/04/2016,A favor,diálogo e instalación de una mesa de pláticas con secretarías de Estado ligadas al sector rural.,[a favor] diálogo e instalación de una mesa de pláticas con secretarías de estado ligadas al sector rural,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-453,04/04/2016,A favor,liberación de activistas sociales y los desaparecidos.,[a favor] liberación de activistas sociales y desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-453,04/04/2016,A favor,recursos para el campo.,[a favor] recursos para el campo,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-454,09/04/2016,A favor,Liberar a sus presos políticos.,[a favor] liberación de los presos políticos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-455,10/04/2016,A favor,Presentación con vida de los 43 estudiantes de la normal de Ayotzinapa desaparecidos.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-455,10/04/2016,A favor,"Castigo a los responsables de la muerte de los dirigentes sociales Arturo Hernández Cardona, Rocío Mesino y Luis Olivares.","[a favor] castigo a los responsables de la muerte de los dirigentes sociales arturo hernández cardona, rocío mesino y luis olivares",4. Justicia,2. Delitos específicos – 3. Homicidios,Homicidios,0,0
C-455,10/04/2016,A favor,"Libertad de Arturo Campos, y otros policías comunitarios.","[a favor] libertad de arturo campos, y otros policías comunitarios",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 6. Eficiencia y eficacia de las autoridades de impartición de justicia,Impartición de justicia,0,0
C-455,10/04/2016,A favor,"Solución de huelga de trabajadores mineros de Taxco, así como a las de Sombrerete, Zacatecas y Cananea, Sonora.","[a favor] solución de huelga de trabajadores mineros de taxco, así como a las de sombrerete, zacatecas y cananea, sonora",5. Laborales,8. Protestas por conflictos intra e intersindicales,Sindicales,0,0
C-456,11/04/2016,A favor,no les arrebaten sus tierras.,[a favor] no les arrebaten sus tierras,"8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-456,11/04/2016,A favor,se les consulte en proyectos mineros y eólicos dentro de sus comunidades.,[a favor] se les consulte en proyectos mineros y eólicos dentro de sus comunidades,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-456,11/04/2016,A favor,libertad a los presos políticos,[a favor] liberación de los presos políticos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-456,11/04/2016,A favor,mejores salarios para sus productos.,[a favor] mejores salarios para sus productos,3. Demandas a la administración pública,"2. De regulación del mercado del lado de la oferta (locatarios, taxistas…)",Regulación del mercado,0,0
C-457,12/04/2016,A favor,que aparezcan vivos los 43 estudiantes de la normal de Ayotzinapa.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-457,12/04/2016,En contra,Privatización del agua.,[en contra] privatización del agua,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-457,12/04/2016,A favor,liberación de  los presos políticos.,[a favor] liberación de los presos políticos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-457,12/04/2016,A favor,justicia  en el caso   de   Rocío   Mesino   Mesino.,[a favor] justicia en el caso de rocío mesino mesino,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-457,12/04/2016,A favor,vivienda  y ser parte de  los programas para criar ganado vacuno.,[a favor] vivienda y ser parte de los programas para criar ganado vacuno,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-457,12/04/2016,A favor,aprobación de la   ley   de   consulta   previa   libre   e   informada.,[a favor] aprobación de la ley de consulta previa libre e informada,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-457,12/04/2016,A favor,tener créditos.,[a favor] tener créditos,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-458,15/04/2016,A favor,mesas de trabajo con gobierno del estado para que les paguen adeudos pendientes,[a favor] mesas de trabajo con gobierno del estado para que les paguen adeudos pendientes,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-458,15/04/2016,En contra,la reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-459,15/04/2016,A favor,abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-460,15/04/2016,A favor,abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-461,15/04/2016,A favor,abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-462,15/04/2016,A favor,abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-463,15/04/2016,A favor,abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-464,15/04/2016,A favor,abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-465,22/04/2016,A favor,Mesa de negociación con el gobierno federal,[a favor] apertura de una mesa de diálogo con el gobierno federal,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-465,22/04/2016,A favor,Liberación del profesor Gregorio de la Cruz Vázquez,[a favor] liberación del profesor gregorio de la cruz vázquez,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-465,22/04/2016,A favor,Derogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-465,22/04/2016,A favor,alto al terrorismo de estado,[a favor] alto al terrorismo de estado,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-466,26/04/2016,A favor,Apoyo a los familiares de los 43 estudiantes de la normal de Ayotzinapa desaparecidos,[a favor] apoyo a los familiares de los 43 estudiantes de la normal de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-467,01/05/2016,En contra,"despido de profesores de educación básica y media superior que no presentaron o no acreditaron la evaluación, y en contra de la reforma educativa.","[en contra] despido de profesores de educación básica y media superior que no presentaron o no acreditaron la evaluación, y en contra de la reforma educativa",5. Laborales,4. Despidos,Despidos,0,1
C-468,02/05/2016,A favor,"Pago de $800 millones que debe en apoyos para el maíz, correspondiente al ciclo agrícola 2014-2015.","[a favor] pago de $800 millones que debe en apoyos para el maíz, correspondiente al ciclo agrícola 2014-2015",2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-468,02/05/2016,A favor,Bajen los costos de insumos para la siembra.,[a favor] bajen los costos de insumos para la siembra,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-468,02/05/2016,A favor,Información en torno a los avances de la reforma para el campo,[a favor] información en torno a los avances de la reforma para el campo,10. Transparencia y negociación,2. Rendición de cuentas informativa y explicativa,Rendición de cuentas (informativas),0,0
C-469,09/05/2016,A favor,Apertura de accesos viales en varios puntos de la carretera México- Cuernavaca.,[a favor] apertura de accesos viales en varios puntos de la carretera méxico- cuernavaca,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),7. Urbanas,Recursos (urbanos),0,0
C-469,09/05/2016,A favor,Reforzamiento de la infraestructura hidráulica en San Andrés Totoltepec.,[a favor] reforzamiento de la infraestructura hidráulica en san andrés totoltepec,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),7. Urbanas,Recursos (urbanos),0,0
C-469,09/05/2016,A favor,Entrega del nombramiento de Toribio Guzmán.,[a favor] entrega del nombramiento de toribio guzmán,10. Transparencia y negociación,2. Rendición de cuentas informativa y explicativa,Rendición de cuentas (informativas),0,0
C-470,15/05/2016,A favor,Reinstalación de trabajadores de la educación cesados,[a favor] reinstalación de trabajadores de la educación cesados,5. Laborales,4. Despidos,Despidos,0,0
C-470,15/05/2016,En contra,Reforma Educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-470,15/05/2016,En contra,Represión contra el movimiento magisterial que se opone a la evaluación docente,[en contra] represión contra el movimiento magisterial que se opone a la evaluación docente,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-471,15/05/2016,A favor,Reinstalación de trabajadores de la educación cesados,[a favor] reinstalación de trabajadores de la educación cesados,5. Laborales,4. Despidos,Despidos,0,0
C-471,15/05/2016,En contra,Reforma Educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-471,15/05/2016,En contra,Represión en contra del movimiento magisterial que se opone a la evaluación docente,[en contra] represión en contra del movimiento magisterial que se opone a la evaluación docente,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-472,16/05/2016,A favor,Repudiar la evaluación magisterial,[a favor] repudiar la evaluación magisterial,5. Laborales,5. Estabilidad en el trabajo: definitividad,Estabilidad laboral,0,0
C-472,16/05/2016,A favor,Repudiar la Reforma Educativa,[a favor] repudiar la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-473,18/05/2016,A favor,Reinstalación de docentes que fueron cesados por no haber presentado la evaluación.,[a favor] reinstalación de docentes que fueron cesados por no haber presentado la evaluación,5. Laborales,4. Despidos,Despidos,0,0
C-473,18/05/2016,A favor,Mesa de diálogo nacional por reforma educativa.,[a favor] mesa de diálogo nacional por reforma educativa,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,1
C-474,19/05/2016,A favor,Abrogación de la reforma educativa.,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-475,20/05/2016,En contra,Reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-476,21/05/2016,En contra,Reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-477,23/05/2016,A favor,reinstalar a los despedidos por no presentar la evaluación docente,[a favor] reinstalación de docentes que fueron cesados por no haber presentado la evaluación,5. Laborales,4. Despidos,Despidos,0,0
C-477,23/05/2016,A favor, instalar una mesa de diálogo naciona,[a favor] instalar una mesa de diálogo nacional,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-477,23/05/2016,A favor,liberación de los presos políticos pertenecientes a la CNTE,[a favor] liberación de los presos políticos pertenecientes a la cnte,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-477,23/05/2016,A favor,Abrogación de la Reforma Educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-478,24/05/2016,A favor,apertura de una mesa de diálogo con el gobierno federal,[a favor] apertura de una mesa de diálogo con el gobierno federal,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-478,24/05/2016,A favor,abrogación de la Reforma Educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-479,25/05/2016,A favor,Establecer una mesa de dialogo el gobierno y la CNTE,[a favor] establecer una mesa de dialogo el gobierno y la cnte,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-479,25/05/2016,A favor,Abrogación de la Reforma Educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-480,26/05/2016,A favor,Presentación con vida de los 43 normalistas de Ayotzinapa desaparecidos en Iguala en septiembre de 2014,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-480,26/05/2016,A favor,Abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-481,28/05/2016,A favor,apertura de una mesa de diálogo,[a favor] apertura de una mesa de diálogo,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-481,28/05/2016,En contra,abrogación de la reforma educativa ,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-482,30/05/2016,En contra,reforma educativa.,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-483,01/06/2016,En contra,Reforma Educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-483,01/06/2016,En contra,represión a los maestros disidentes,[en contra] represión a los maestros disidentes,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-484,01/06/2016,A favor,Mesa nacional de diálogo.,[a favor] apertura de una mesa de diálogo nacional,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-484,01/06/2016,A favor,Abrogación de la Reforma Educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-485,02/06/2016,A favor,Abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-486,06/06/2016,A favor,apertura de una mesa de diálogo,[a favor] apertura de una mesa de diálogo,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-486,06/06/2016,A favor,Abrogación de la Reforma Educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-487,07/06/2016,A favor,Mesa nacional de diálogo,[a favor] apertura de una mesa de diálogo nacional,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-487,07/06/2016,A favor,Abrogación de la Reforma Educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-488,08/06/2016,A favor,mesa de negociación con el gobierno federal.,[a favor] apertura de una mesa de diálogo con el gobierno federal,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-488,08/06/2016,A favor,Abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-489,12/06/2016,En contra,Enrique Peña Nieto dé marcha atrás para modificar el artículo cuarto constitucional que presentó al Senado para permitir los matrimonios del mismo sexo.,[en contra] enrique peña nieto dé marcha atrás para modificar el artículo cuarto constitucional que presentó al senado para permitir los matrimonios del mismo sexo,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-489,12/06/2016,En contra,Enrique Peña Nieto atienda la iniciativa propuesta por la organización Con Familia.,[en contra] enrique peña nieto atienda la iniciativa propuesta por la organización con familia,10. Transparencia y negociación,4. Rendición de cuentas exigitiva de derechos,Rendición de cuentas (derechos),0,0
C-490,13/06/2016,A favor,Mesa nacional de diálogo.,[a favor] apertura de una mesa de diálogo nacional,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-490,13/06/2016,A favor,Liberación de los lideres de la sección 22 del magisterio oaxaqueño Rubén Núñez y Francisco Villalobos.,[a favor] liberación de los lideres de la sección 22 del magisterio oaxaqueño rubén núñez y francisco villalobos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-490,13/06/2016,A favor,abrogación de la Reforma Educativa.,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-491,14/06/2016,A favor,"liberación de los líderes de la sección 22 de la Coordinadora Nacional de Trabajadores de la Educación, en su lucha por la reforma educativa","[a favor] liberación de los líderes de la sección 22 de la coordinadora nacional de trabajadores de la educación, en su lucha por la reforma educativa",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,1
C-492,14/06/2016,A favor,"liberación de los líderes de la sección 22 de la Coordinadora Nacional de Trabajadores de la Educación, en su lucha por la reforma educativa","[a favor] liberación de los líderes de la sección 22 de la coordinadora nacional de trabajadores de la educación, en su lucha por la reforma educativa",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,1
C-493,14/06/2016,A favor,mesa de diálogo con autoridades estatales y federales,[a favor] mesa de diálogo con autoridades estatales y federales,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-493,14/06/2016,A favor,liberación inmediata de maestros detenidos en los meses recientes,[a favor] liberación inmediata de maestros detenidos en los meses recientes,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-493,14/06/2016,En contra,reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-494,14/06/2016,A favor,"instalación de una mesa nacional de diálogo, por la reforma educativa",[a favor] mesa de diálogo nacional por reforma educativa,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,1
C-494,14/06/2016,A favor,liberación de los líderes de la sección 22 de la Coordinadora Nacional de Trabajadores de la Educación,"[a favor] liberación de los líderes de la sección 22 de la coordinadora nacional de trabajadores de la educación, en su lucha por la reforma educativa",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-494,14/06/2016,A favor,alto a la represión y al terrorismo de Estado,[a favor] alto a la represión y al terrorismo de estado,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-495,14/06/2016,A favor,"libertad de los presos políticos, que ya suman 14 en este sexenio","[a favor] libertad de los presos políticos, que ya suman 14 en este sexenio",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-495,14/06/2016,A favor,"abrogación de todas las reformas estructurales, en particular la reforma educativa","[a favor] abrogación de todas las reformas estructurales, en particular la reforma educativa",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-496,15/06/2016,A favor,Liberación de dirigentes sección 22 CNTE,[a favor] liberación de dirigentes sección 22 cnte,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-496,15/06/2016,En contra,Reforma Educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-497,16/06/2016,En contra,reforma educativa.,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-498,17/06/2016,En contra,Reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-499,18/06/2016,A favor,Apertura de una mesa de diálogo nacional,[a favor] apertura de una mesa de diálogo nacional,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-499,18/06/2016,A favor,Abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-500,21/06/2016,A favor,En la mesa de diálogo las autoridades educativas escuchen la postura de la CNTE sobre la reforma educativa,[a favor] en la mesa de diálogo las autoridades educativas escuchen la postura de la cnte sobre la reforma educativa,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,1
C-501,23/06/2016,A favor,"renuncia del secretario de Educación, Aurelio Nuño.","[a favor] renuncia del secretario de educación, aurelio nuño mayer",10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-501,23/06/2016,En contra,violencia ejercida por las policías federal y estatal en contra de los maestros y pobladores de Oaxaca (reforma educativa),[en contra] violencia ejercida por las policías federal y estatal en contra de los maestros y pobladores de oaxaca (reforma educativa),1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,1
C-502,23/06/2016,En contra,Reforma Educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-503,24/06/2016,A favor,apoyo a maestros por lo ocurrido en Nochixtlán (reforma educativa).,[a favor] apoyo a maestros por lo ocurrido en nochixtlán (reforma educativa),4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,1
C-504,27/06/2016,En contra,Brutal desalojo ocurrido en Nochixtlán,[en contra] brutal desalojo ocurrido en nochixtlán,1. Abusos de autoridades en protestas,1. Desalojos violentos,Represión de protestas,0,0
C-504,27/06/2016,A favor,Abrogación de la Reforma Educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-505,27/06/2016,En contra,Brutal desalojo ocurrido en Nochixtlán,[en contra] brutal desalojo ocurrido en nochixtlán,1. Abusos de autoridades en protestas,1. Desalojos violentos,Represión de protestas,0,0
C-505,27/06/2016,A favor,Abrogación de la Reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-506,27/06/2016,En contra,Brutal desalojo ocurrido en Nochixtlán,[en contra] brutal desalojo ocurrido en nochixtlán,1. Abusos de autoridades en protestas,1. Desalojos violentos,Represión de protestas,0,0
C-506,27/06/2016,A favor,Abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-507,27/06/2016,En contra,Brutal desalojo ocurrido en Nochixtlán,[en contra] brutal desalojo ocurrido en nochixtlán,1. Abusos de autoridades en protestas,1. Desalojos violentos,Represión de protestas,0,0
C-507,27/06/2016,A favor,Abrogación de la Reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-508,27/06/2016,En contra,Brutal desalojo ocurrido en Nochixtlán,[en contra] brutal desalojo ocurrido en nochixtlán,1. Abusos de autoridades en protestas,1. Desalojos violentos,Represión de protestas,0,0
C-508,27/06/2016,A favor,Abrogación de la Reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-509,27/06/2016,A favor,"que se juzgue a la falsa agente policiaca Lucía Sosa Escamilla, detenida el pasado fin de semana, a quien acusaron de defraudarlos al prometerles que les devolvería a sus hijos a cambio de dinero.","[a favor] que se juzgue a la falsa agente policiaca lucía sosa escamilla, detenida el pasado fin de semana, a quien acusaron de defraudarlos al prometerles que les devolvería a sus hijos a cambio de dinero",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 6. Eficiencia y eficacia de las autoridades de impartición de justicia,Impartición de justicia,0,0
C-509,27/06/2016,A favor, que también se castigue a Lucía Sosa por daño moral,[a favor] que también se castigue a lucía sosa por daño moral,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 6. Eficiencia y eficacia de las autoridades de impartición de justicia,Impartición de justicia,0,0
C-510,01/07/2016,A favor,"renuncia de la secretaria de Educación en el estado, Esthela Gutiérrez.","[a favor] renuncia de la secretaria de educación en el estado, esthela gutiérrez",10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-510,01/07/2016,A favor," pago de adeudos pendientes,","[a favor] pago de adeudos pendientes,",2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),3. Educación,Recursos (educación),0,0
C-510,01/07/2016,En contra,Reforma Educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-510,01/07/2016,A favor, que se eliminen ciertos descuentos que nos están aplicando de manera injustificada,[a favor] que se eliminen ciertos descuentos que nos están aplicando de manera injustificada,5. Laborales,9. Salarios,Salarios,0,0
C-510,01/07/2016,A favor,mejoras salariales,[a favor] mejoras salariales,5. Laborales,9. Salarios,Salarios,0,0
